hanja	readings	wonhoek	pilhoek	element	meaning	namefit	avoid
凱	개	12	12		싸움 이긴 풍류 개	3	0
凳	등	14	14		걸상 등	2	1
凶	흉	4	4		흉할 흉	3	1
凸	철	5	5		볼록할 철	4	1
凹	요	5	5		오목할 요	4	1
出	출	5	5		날 출	4	1
函	함	8	8		상자 함	4	1
刀	도	2	2	金	칼 도	4	1
刁	조	2	2	金	바라 조	1	1
刃	인	3	3	金	칼날 인	3	1
分	분	4	4	金	나눌 분	4	1
切	절,체	4	4	金	끊을 절	4	1
刈	예	4	4	金	풀 벨 예	3	1
刊	간	5	5	金	책 펴낼 간	4	0
刎	문	6	6	金	목 벨 문	3	1
刑	형	6	6	金	형벌 형	4	1
刓	완	6	6	金	깎을 완	0	1
刖	월	6	6	金	발꿈치 자를 월	1	1
列	렬,열	6	6	金	줄 렬	4	1
初	초	7	7	金	처음 초	4	0
判	판	7	7	金	판단할 판	4	0
別	별	7	7	金	나눌 별	4	1
刦	겁	7	7	金	겁탈할 겁	0	1
刧	겁	7	7	金	刦의 俗字	0	1
利	리,이	7	7	金	날카로울 리	4	1
刪	산	7	7	金	깎을 산	4	1
刮	괄	8	8	金	깍을 괄	4	1
到	도	8	8	金	이를 도	4	1
刱	창	8	8	金	비롯할 창	0	1
刲	규	8	8	金	찌를 규	0	1
刳	고	8	8	金	가를 고	1	1
制	제	8	8	金	억제할 제	3	1
刷	쇄	8	8	金	긁을 쇄	4	1
券	권	8	8	金	엄쪽 권	4	1
刹	찰	8	8	金	절 찰	3	1
刺	자,척	8	8	金	찌를 자	4	1
刻	각	8	8	金	새길 각	4	1
剃	체	9	9	金	머리 깎을 체	3	1
剄	경	9	9	金	목 벨 경	1	1
剆	나,라	8	8	金		0	1
則	칙	9	9	金	법칙 칙	4	1
剉	좌	9	9	金	꺽을 좌	1	1
削	삭	9	9	金	깎을 삭	3	1
剋	극	9	9	金	깍일 극	3	1
剌	날,라,랄	9	9	金	어그러질 랄	3	1
前	전	9	9	金	앞 전	4	1
剔	척	10	10	金	바를 척	3	0
剕	비	10	10	金	발 벨 비	0	1
剖	부	10	10	金	쪼갤 부	3	1
剗	잔	10	10	金	깍을 잔	0	1
剘	기	10	10	金		0	1
剚	사	10	10	金	찌를 사	0	1
剛	강	10	10	金	굳을 강	4	0
剝	박	10	10	金	벗길 박	4	1
剞	기	10	10	金	새김칼 기	0	1
剟	철	10	10	金	깎을 철	0	1
剠	경	10	10	金		0	1
剡	섬	10	10	金	날카로울	3	1
剩	잉	12	12	金	남을 잉	4	1
剪	전	11	11	金	가위 전	4	1
剬	단	11	11	金		0	1
副	부	11	11	金	버금 부	4	1
割	할	12	12	金	벨 할	4	1
剴	개	12	12	金	낫 개	1	1
創	창	12	12	金	비롯할 창	4	1
剷	산	13	13	金	깎을 산	1	1
剺	리,이	13	13	金	벗길 리	0	1
剽	표	13	13	金	표독할 표	3	1
剿	초	13	13	金	죽일 초	4	1
劂	궤	14	14	金		1	1
劃	획	14	14	金	쪼갤 획	4	1
劇	극	15	15	金	심할 극	4	1
劈	벽	15	15	金	쪼갤 벽	4	1
劉	류,유	15	15	金	죽일 류	3	1
劍	검	15	15	金	칼 검	4	1
劑	제	16	16	金	약 지을 제	3	1
劒	검	16	16	金	劎의 譌字	3	1
劓	의	16	16	金	코 베일 의	1	1
劗	찬	21	21	金	끊을 찬	0	1
劘	마	21	21	金	깍을 마	0	1
力	력,역	2	2		힘 력	4	1
功	공	5	5		공 공	4	1
加	가	5	5		더할 가	4	1
劣	렬,열	6	6		못할 렬	4	1
劤	근	6	6		힘많을 근	3	0
劦	협	6	6			1	1
劧	지	6	6			0	1
助	조	7	7		도울 조	4	0
劫	겁	7	7		위협할 겁	4	1
劬	구	7	7		수고로울 구	1	1
劭	소	7	7			1	1
劮	일	7	7			0	1
劵	권	8	8			0	1
効	효	8	8			1	1
劾	핵	8	8		캐물을 핵	3	1
勁	경	9	9		굳셀 경	3	0
勃	발	9	9		갑작스러울 발	3	1
勅	칙	9	9		신칙할 칙	3	1
勇	용	9	9		날랠 용	4	1
勉	면	9	9		힘쓸 면	4	0
勌	권	10	10		倦과 同字	0	1
勍	경	10	10		셀 경	3	1
勒	늑,륵	11	11		굴레 늑	3	1
勓	개	11	11			0	1
動	동	11	11		움직일 동	4	1
勖	욱	11	11		힘쓸 욱	3	0
勘	감	11	11		마감할 감	3	1
務	무	10	10		일 무	4	1
勛	훈	12	12		勳의 古字	3	1
勝	승	12	12		이길 승	4	0
勞	노,로	12	12		수고할 노	4	1
募	모	12	12		모을 모	3	1
勠	륙,육	13	13		협력할 륙	0	1
勡	표	13	13		겁탈할 표	0	1
勢	세	13	13		권세 세	4	1
勣	적	13	13		공적 적	3	1
勤	근	13	13		부지런할 근	4	0
勦	초	13	13		수고롭게 할 초	1	1
勩	예	14	14			0	1
勫	번	14	14			0	1
勭	동	14	14			0	1
勱	매	14	14			0	1
勲	훈	15	15			1	1
勳	훈	16	16		공 훈	3	0
勴	려	17	17			0	1
勵	려,여	16	16		힘쓸 려	4	0
勸	권	19	19		권할 권	4	1
勺	작	3	3		구기 작	3	1
勻	균,윤	4	4		고를 균	3	1
勼	구	4	4			0	1
勾	구	4	4		글귀절 구	3	0
勿	물	4	4		말 물	3	1
匀	균,윤	4	4			1	1
匃	개	5	5		청구할 개	0	1
包	포	5	5		꾸릴 포	4	1
匈	흉	6	6		가슴	3	1
匉	평	7	7			0	1
匊	국	8	8		움켜 뜰 국	0	0
匌	합	8	8		기운 답답할 합	0	1
匍	포	9	9		엉금엉금 길 포	3	0
匏	포	11	11		박 포	3	1
匐	복	11	11		길 복	3	0
匕	비	2	2	金	비수 비	3	1
化	화	4	4	金	될 화	4	0
北	배,북	5	5	金	달아날	4	1
匙	시	11	11	金	숟가락 시	3	1
匠	장	6	6		장인 장	4	1
匡	광	6	6		바룰 광	3	1
匣	갑	7	7		궤 갑	3	1
匧	협	9	9		옷상자 협	0	1
匪	비	10	10		대상자 비	4	1
匯	회	13	13		물돌 회	3	1
匱	궤	14	14		갑 궤	1	1
匶	구	19	19		柩의 古字	0	1
匸	혜	2	2		감추다	0	1
匹	필	4	4		짝 필	4	1
医	예,의	7	7			1	1
匽	언	9	9		숨길 언	0	1
匾	편	11	11			1	1
匿	닉,익	10	10		숨쉴 닉	3	1
區	구	11	11		감출 구	4	1
十	십	10	2	水	열 십	4	0
千	천	3	3		일천 천	4	0
卄	입	3	3		스물 입	3	1
卅	삽	4	4		서른 삽	1	1
升	승	4	4		되 승	4	1
午	오	4	4	火	낮 오	4	1
卉	훼	5	5		풀 훼	3	1
半	반	5	5		반 반	4	1
卍	만	4	4		만자 만	3	1
卑	비	8	8		낮을 비	4	1
卒	졸	8	8		군사 졸	3	1
卓	탁	8	8		높을 탁	3	0
協	협	8	8		조화할 협	3	0
南	남	9	9		남녘 남	4	0
卙	집	11	11			0	1
博	박	12	12		넓을 박	4	0
卜	복	2	2		점 복	3	1
卞	변	4	4		조급할 변	4	0
占	점	5	5		점칠 점	3	1
卡	잡	5	5		관 잡	1	1
卦	괘	8	8		걸 괘	3	1
卨	설	10	10		사람이름 설	3	1
卬	앙	4	4		자기 앙	0	1
卮	치	5	5		술잔 치	1	1
卯	묘	5	5	木	토끼 묘	3	1
印	인	5	5		도장 인	4	0
危	위	6	6		위태할 위	4	1
卲	소	7	7		높을 소	0	0
即	즉	7	7		卽의 俗字	2	1
却	각	7	7		물리칠 각	3	1
卵	난,란	7	7		알 난	3	1
卶	치	8	8			0	1
卷	권	8	8		굽을 권	4	1
卸	사	9	9		풀 사	1	1
卹	휼	8	8			1	1
卻	각	9	9		却의 本字	2	1
卽	즉	9	9		곧 즉	3	1
卿	경	10	10		벼슬 경	3	0
厄	액	4	4	土	재앙 액	3	1
厎	지	7	7	土		1	1
厓	애	8	8	土	언덕 애	3	0
厖	방	9	9	土	클 방	1	0
厘	리,이	9	9	土	釐의 俗字	3	1
厚	후	9	9	土	두터울 후	4	0
厝	조	10	10	土	措와 同字	1	1
原	원	10	10	土	근본 원	4	0
厠	측	11	11	土	뒷간 측	3	1
厥	궐	12	12	土	그 궐	3	1
厦	하	12	12	土	큰 집 하	3	0
厭	염	14	14	土	넉넉할 염	4	0
厮	시	14	14	土	부릴 시	1	1
厲	려,여	14	14	土	갈 려	2	1
厳	엄	16	16	土		1	1
厹	구	4	4		세모창 구	0	1
去	거	5	5		갈 거	4	1
參	삼,참	11	11		석 삼	3	1
又	우	2	2		또 우	4	1
叉	차	3	3		깍지낄 차	3	1
及	급	3	3		미칠 급	4	1
友	우	4	4		벗 우	4	1
双	쌍	4	4			1	1
反	반	4	4		돌이킬 반	4	1
叔	숙	8	8		아재비 숙	4	1
取	취	8	8		거둘 취	4	1
受	수	8	8		이을 수	4	1
叙	서	9	9			2	1
叛	반	9	9		배반할 반	3	1
叟	수	9	9		어른 수	1	1
叡	예	16	16		밝을 예	3	0
叢	총	18	18		떨기 총	4	1
口	구	3	3	水	입 구	4	1
古	고	5	5	水	옛 고	4	1
句	구,귀	5	5	水	글귀절 구	4	0
另	령,영	5	5	水	나눌 령	1	1
叨	도	5	5	水	탐할 도	1	1
叩	고	5	5	水	두드릴 고	3	1
只	지	5	5	水	다만 지	4	1
叫	규	5	5	水	부를 규	4	1
召	소	5	5	水	부를 소	4	1
叭	팔	5	5	水	나팔 팔	3	1
叮	정	5	5	水	단단히 부탁할 정	2	1
可	가	5	5	水	옳을 가	4	0
台	태	5	5	水	별 태	4	0
叱	질	5	5	水	꾸짖을 질	3	1
史	사	5	5	水	역사 사	3	0
右	우	5	5	水	오른쪽 우	4	1
叴	구	5	5	水	소리 높일 구	0	1
叵	파	5	5	水	못할 파	1	1
叶	협	5	5	水	화합할 협	1	1
号	호	5	5	水		1	1
司	사	5	5	水	맡을 사	4	1
吁	우	6	6	水		1	1
吃	흘	6	6	水	말더듬을 흘	4	1
各	각	6	6	水	각각 각	4	1
合	합	6	6	水	합할 합	4	1
吉	길	6	6	水	길할 길	3	0
吊	적	6	6	水	슬퍼할	3	1
吋	촌	6	6	水	인치 촌	1	1
同	동	6	6	水	같을 동	4	1
名	명	6	6	水	이름 명	4	1
后	후	6	6	水	임금 후	4	1
吏	리,이	6	6	水	벼슬아치 리	3	0
吐	토	6	6	水	토할 토	4	1
向	향	6	6	水	향할 향	4	1
吘	우	7	7	水		0	1
君	군	7	7	水	임금 군	3	1
吝	린,인	7	7	水	아낄 린	3	1
吟	음	7	7	水	읊을 음	3	1
吠	폐	7	7	水	짖을 폐	4	1
否	부	7	7	水	아닐 부	3	1
吩	분	7	7	水	뿜을 분	4	1
吪	와	7	7	水		0	1
含	함	7	7	水	머금을 함	4	1
听	은	7	7	水	벙긋거릴 은	1	1
吮	전	7	7	水	빨 전	2	1
吱	지	7	7	水		2	1
吳	오	7	7	水	오나라 오	3	0
吸	흡	6	6	水	숨 들이쉴 흡	4	1
吹	취	7	7	水	불 취	4	1
吻	문	7	7	水	입술 문	4	1
吼	후	7	7	水	울 후	3	1
吽	후	7	7	水	개 싸울 우	1	1
吾	오	7	7	水	자기 오	3	1
呀	하	7	7	水	입 벌릴 하	2	1
呂	려,여	7	7	水	음률 려	3	0
呆	매	7	7	水	어리석을 매	1	1
呇	계	7	7	水		0	1
呈	정	7	7	水	보일 정	3	1
告	고	7	7	水	알릴 고	4	1
呏	승	7	7	水		0	1
呑	탄	7	7	水	삼킬 탄	3	1
呝	액	8	8	水	울 액	0	1
呟	현	8	8	水		2	1
呢	니,이	8	8	水	소근거릴 니	2	1
呤	령,영	8	8	水	속삭일 령	1	1
呦	유	8	8	水	사슴 우는 소리 유	1	1
周	주	8	8	水	두루 주	4	1
呪	주	8	8	水	빌 주	3	1
呫	첩	8	8	水	맛 볼 첩	0	1
呭	예	8	8	水		0	1
呰	자	9	9	水	주차할 자	0	1
呱	고	8	8	水	울 고	3	1
味	미	8	8	水	맛 미	4	1
呵	가	8	8	水	꾸짖을 가	3	1
呻	신	8	8	水	읊조릴 신	3	1
呼	호	8	8	水	부를 호	4	1
命	명	8	8	水	목숨 명	4	1
呿	거	8	8	水	입 딱 벌일 거	0	1
咀	저	8	8	水	씹을 저	4	1
咄	돌	8	8	水	꾸짖을 돌	1	1
咆	포	8	8	水	고함지를 포	3	1
咇	필	8	8	水	향기날 필	1	0
咋	사	8	8	水	잠간 사	1	1
和	화	8	8	水	화할 화	3	0
咍	해	8	8	水	비웃을 해	0	0
咎	구	8	8	水	허물 구	3	1
咏	영	8	8	水	노래할 영	2	0
咐	부	8	8	水	분부할 부	4	1
咠	집	9	9	水	참소할 집	0	1
咢	악	9	9	水	놀랄 악	1	1
咣	굉	9	9	水		1	1
咤	타	9	9	水	꾸짖을 타	3	1
咥	희	9	9	水	허허 웃을 희	0	0
咨	자	9	9	水	물을 자	3	1
咪	미	9	9	水		1	1
咫	지	9	9	水	길이 지	3	1
咬	교	9	9	水	새소리 교	4	1
咭	길	9	9	水		1	1
咮	주	9	9	水		0	1
咯	각	9	9	水	토할 각	1	1
咲	소	9	9	水		1	1
咳	해	9	9	水	기침 해	4	1
咸	함	9	9	水	모두 함	3	0
咻	휴	9	9	水	떠들 휴	1	1
咼	괘	8	8	水	입 비뚤어질 괘	0	1
咽	열,인	9	9	水	목 멜 열	3	1
咿	이	9	9	水	선웃음칠 이	1	1
哀	애	9	9	水	슬플 애	4	1
品	품	9	9	水	뭇 품	4	1
哂	신	9	9	水	빙그레 웃을 신	1	0
哃	동	9	9	水	클말할 동	0	0
哄	홍	9	9	水	떠들썩할 홍	3	1
哆	치	9	9	水	입 딱 벌일 치	1	1
哇	와	9	9	水	음란한 소리 와	2	1
哈	합	9	9	水	한 모금 합	4	1
哉	재	9	9	水	비로소 재	3	1
哠	호	10	10	水		0	1
員	운,원	10	10	水	관원 원	4	1
哥	가	10	10	水	노래 가	4	0
哦	아	10	10	水	놀람의 어조사 아	1	1
哨	초	10	10	水	망 볼 초	4	1
哩	리,이	10	10	水	어조사 리	1	1
哪	나	9	9	水		1	1
哬	하	10	10	水		0	1
哭	곡	10	10	水	울 곡	4	1
哮	효	10	10	水	으르렁거릴 효	3	1
哱	발	10	10	水	어지러울 발	0	1
哲	철	10	10	水	밝을 철	3	0
哺	포	10	10	水	씹어 먹을 포	3	1
哽	경	10	10	水	목멜 경	1	1
哿	가	10	10	水	좋을 가	1	1
唄	패	10	10	水	염불소리 패	3	1
唆	사	10	10	水	부추길 사	3	1
唇	진	10	10	水	놀랄 진	3	1
唉	애	10	10	水	대답하는 소리 애	2	1
唍	완	10	10	水		0	1
唎	리,이	10	10	水	가는 소리 리	3	1
唏	희	10	10	水	슬퍼할 희	1	1
唐	당	10	10	水	당나라 당	3	0
唔	오	10	10	水	글 읽는 소리 오	1	0
唜	말	10	10	水	끝	3	1
唪	봉	11	11	水		1	1
唫	금	11	11	水	입 다물 금	0	1
唬	호	11	11	水		1	1
售	수	11	11	水	팔 수	1	1
唯	유	11	11	水	오직 유	3	1
唱	창	11	11	水	노래 창	4	0
唳	려,여	11	11	水	울 려	1	1
唵	암	11	11	水	머금을	3	1
唹	어	11	11	水		0	1
唻	래	11	11	水		0	1
唼	삽	11	11	水	쪼아먹을 삽	0	1
唾	타	11	11	水	침 타	3	1
啀	애	11	11	水	물어뜯을 애	0	1
啁	조,주	11	11	水		1	1
啄	탁	11	11	水	쪼을 탁	4	1
商	상	11	11	水	헤아릴 상	4	1
啇	적	11	11	水		0	1
啊	아	10	10	水		2	1
啎	오	11	11	水		0	1
問	문	11	11	水	물을 문	4	1
啓	계	11	11	水	열 계	3	0
啖	담	11	11	水	씹을 담	3	1
啗	담	11	11	水	씹을 담	1	1
啜	철	11	11	水	마실 철	1	1
啞	아	11	11	水	벙어리 아	4	1
啣	함	12	12	水	재갈 함	3	1
啻	시	12	12	水	뿐 시	1	1
啼	제	12	12	水	울 제	4	1
啽	암	12	12	水	잠꼬대 암	0	1
啾	추	12	12	水	두런거릴 추	1	1
啿	담	12	12	水		0	1
喀	객	12	12	水	기침할 객	3	1
喁	옹	12	12	水	물고기 입 오물거릴 옹	1	1
喃	남	12	12	水	재잘거릴 남	1	1
善	선	12	12	水	착할 선	3	0
喆	철	12	12	水	哲과 同字	3	1
喇	나,라	12	12	水	나팔 라	3	1
喉	후	12	12	水	목구멍 후	4	1
喊	함	12	12	水	소리 함	4	1
喋	첩	12	12	水	재잘거릴 첩	1	1
喑	음	12	12	水	소리지를 음	1	1
喓	요	12	12	水	벌레소리 요	0	1
喔	악	12	12	水	닭 우는 소리 악	2	1
喘	천	12	12	水	헐떡거릴 천	3	1
喙	훼	12	12	水	부리 훼	3	1
喚	환	12	12	水	부를 환	4	1
喜	희	12	12	水	기뻐할 희	4	1
喝	갈	12	12	水	꾸짖을 갈	4	1
喞	즉	12	12	水	두런거릴 즐	0	1
喟	위	12	12	水	한숨쉴 위	1	1
喣	후	12	12	水	불 후	0	1
喤	황	12	12	水	어린아이 울음 황	0	1
喧	훤	12	12	水	의젓할 훤	4	1
喨	량,양	12	12	水	소리 맑을 량	1	0
喩	유	12	12	水	깨우쳐 줄 유	3	1
喪	상	12	12	水	죽을 상	4	1
喫	끽	12	12	水	마실 끽	3	1
喬	교	12	12	水	높을 교	4	0
單	단	12	12	水	홀로 단	4	1
嗂	요	13	13	水		0	1
嗃	학	13	13	水		0	1
嗅	후	13	13	水	맡을 후	4	1
嗇	색	13	13	水	아낄 색	3	1
嗉	소	13	13	水	멀떠구니 소	1	0
嗑	합	13	13	水	잔말할 합	1	1
嗔	진	13	13	水	성낼 진	3	1
嗙	방	13	13	水		0	1
嗚	오	13	13	水	탄식할 오	4	1
嗛	겸	13	13	水	부족히 여길 겸	0	1
嗜	기	13	13	水	즐길 기	4	1
嗟	차	12	12	水	탄식할 차	3	1
嗠	낙,락	13	13	水		0	1
嗢	올	12	12	水	목 멜 올	0	1
嗣	사	13	13	水	이을 사	3	1
嗤	치	13	13	水	비웃을 치	3	0
嗷	오	13	13	水	여럿이 걱정할 오	1	1
嗽	수	14	14	水	기침할 수	4	1
嗾	주	14	14	水	시킬	3	1
嗿	탐	14	14	水	여럿이 먹는 소리 탐	0	1
嘄	교	14	14	水	부르짖을 교	0	1
嘆	탄	14	14	水	한숨쉴 탄	3	1
嘈	조	14	14	水	지껄일 조	2	1
嘉	가	14	14	水	아름다울 가	3	0
嘌	표	14	14	水	휙 불 표	1	1
嘍	누,루	14	14	水	시끄러울 루	1	1
嘎	알	14	14	水	새소리 알	1	1
嘏	가,하	14	14	水		0	1
嘐	교	14	14	水	닭 울 교	1	1
嘒	혜	14	14	水	가냘플 혜	0	1
嘔	구	14	14	水	토할 구	4	1
嘕	언	14	14	水		0	1
嘖	책	14	14	水	외칠 책	1	1
嘗	상	14	14	水	맛볼 상	4	1
嘟	도	13	13	水		1	1
嘩	화	13	13	水	譁와 同字	1	1
嘬	최	15	15	水	물 최	0	0
嘯	소	16	16	水	휘파람 소	3	1
嘲	조	15	15	水	조롱할 조	3	1
嘴	취	16	16	水	부리 취	4	1
嘵	효	15	15	水		0	1
嘶	시	15	15	水	말 울 시	3	1
嘷	호	15	15	水	짖을 호	0	1
嘸	무	15	15	水	분명하지 않을 무	1	1
嘹	료,요	15	15	水	울 료	1	1
嘻	희	15	15	水	웃을 희	1	0
嘾	담	15	15	水		0	1
嘿	묵	15	15	水	고요할 묵	2	0
噁	오	15	15	水	성낼 오	1	1
噉	담	14	14	水	씹을 담	0	1
噋	톤	15	15	水	啍과 同字	0	1
噍	초	15	15	水	먹을 초	0	1
噎	열	15	15	水	목 멜 열	1	1
噏	흡	15	15	水	숨 들이쉴 흡	1	1
噓	허	15	15	水	불 허	3	1
噤	금	16	16	水	입 다물 금	1	1
器	기	16	16	水	그릇 기	4	1
噩	악	16	16	水	놀랄 악	1	1
噪	조	16	16	水	떠들썩할 조	2	1
噫	희	16	16	水	탄식할 희	3	1
噬	서	16	16	水	씹을 서	1	1
噭	교	16	16	水	부르짖을 교	0	1
噯	애	16	16	水	트림할 애	1	1
噲	쾌	16	16	水	목구멍 쾌	0	1
噴	분	15	15	水	뿜을 분	4	1
噵	도	15	15	水		0	1
噶	갈	15	15	水	벼슬이름 갈	1	0
噾	음	17	17	水		0	1
嚀	녕,영	17	17	水	정녕할 녕	1	1
嚄	획	16	16	水	외칠 획	0	1
嚆	효	16	16	水	울릴 효	3	1
嚇	하,혁	17	17	水	놀라게 할 하	2	1
嚎	호	17	17	水		1	1
嚙	교	18	18	水	깨물 교	1	1
嚚	은	18	18	水	어리석을 은	0	1
嚥	연	19	19	水	침 삼킬 연	3	1
嚧	노,로	19	19	水		0	1
嚫	친	19	19	水		0	1
嚬	빈	19	19	水	찡그릴 빈	3	1
嚭	비	19	19	水		1	1
嚮	향	17	17	水	향할 향	3	1
嚳	곡	20	20	水		0	1
嚴	엄	19	19	水	굳셀 엄	4	0
嚶	앵	20	20	水	새 소리 앵	1	1
嚼	작	20	20	水	씹을 작	4	1
囀	전	21	21	水	새 지저귈 전	1	1
囁	섭	21	21	水	말하려다 멈출 섭	1	1
囂	효	21	21	水	시끄럽다 효	1	1
囃	잡	21	21	水	장단 잡을 잡	1	1
囈	예	21	21	水	잠꼬대할 예	1	1
囉	나,라	22	22	水	소리 읽힐 라	1	1
囊	낭	22	22	水	주머니 낭	3	1
囍	희	24	24	水	쌍희 희	3	1
囑	촉	24	24	水	부탁할 촉	3	1
囚	수	5	5	水	가둘 수	3	1
四	사	4	5	火	넉 사	4	1
囝	건	6	6	水		1	1
回	회	6	6	水	돌 회	4	0
囟	신	6	6	水	숨구멍 신	1	1
因	인	6	6	水	인할 인	4	1
囦	연	7	7	水	물 깊을 연	0	0
囧	경	7	7	水		0	1
囫	홀	7	7	水	온전할 홀	1	1
囮	와	7	7	水	새 후릴 와	1	1
困	곤	7	7	水	괴로울 곤	4	1
囷	균	8	8	水	둥근곳집 균	0	1
囹	령,영	8	8	水	옥 령	3	1
固	고	8	8	水	굳을 고	4	0
国	국	8	8	水		1	1
囿	유	9	9	水	엔담 유	1	1
圁	은	10	10	水	물이름 은	0	1
圂	혼	10	10	水	뒷간 혼	0	1
圃	포	10	10	水	채마밭 포	3	1
圄	어	10	10	水	가둘 어	3	1
圇	륜,윤	11	11	水		1	1
圈	권	11	11	水	둥글 권	4	0
圉	어	11	11	水	마부 어	1	1
圊	청	11	11	水	뒷간 청	0	1
國	국	11	11	水	나라 국	4	0
圍	위	12	12	水	둘레 위	4	1
園	원	13	13	水	동산 원	4	1
圓	원	13	13	水	둥글 원	4	0
圖	도	14	14	水	그림 도	4	0
團	단	14	14	水	둥글 단	4	0
圜	환	16	16	水	두를 환	1	1
圝	란	22	22	水		0	1
土	토	3	3	土	흙 토	4	1
圢	정	5	5	土		0	1
在	재	6	6	土	있을 재	4	0
圩	우	6	6	土		1	1
圪	을	6	6	土		0	1
圬	오	6	6	土	흙손 오	1	1
圭	규	6	6	土	서옥 규	3	1
圮	비	6	6	土	무너질 비	1	1
地	지	6	6	土	땅 지	4	1
圳	수	6	6	土		1	1
圴	작	6	6	土		0	1
圻	기,은	7	7	土	경기 기	3	1
圾	급	6	6	土	위태할 급	2	1
址	지	7	7	土	터 지	3	0
坁	지	7	7	土		0	1
坂	판	7	7	土	언덕 판	3	0
均	균,연	7	7	土	고를 균	3	1
坊	방	7	7	土	동네 방	4	1
坋	분	7	7	土		0	1
坌	분	7	7	土	먼지 분	1	1
坍	담	7	7	土	물이 언덕 찰 담	3	0
坎	감	7	7	土	구덩이 감	3	1
坏	배	7	7	土	언덕 배	1	0
坐	좌	7	7	土	앉을 좌	4	1
坑	갱	7	7	土	빠질 갱	4	1
坡	파	8	8	土	언덕 파	4	0
坤	곤	8	8	土	땅 곤	3	1
坦	탄	8	8	土	너그러울 탄	4	0
坧	척	8	8	土	기지 척	0	1
坨	타	8	8	土		1	1
坩	감	8	8	土	도가니 감	1	1
坪	평	8	8	土	벌판 평	3	1
坫	점	8	8	土		0	1
坮	대	8	8	土	들 대	3	1
坰	경	8	8	土	들 경	3	1
坱	앙	8	8	土	티끌 앙	0	1
坳	요	8	8	土	凹와 同字	1	1
坵	구	8	8	土	丘의 俗字	3	1
坶	목	8	8	土		0	1
坷	가	8	8	土	험할 가	1	1
坸	구	8	8	土	垢와 同字	0	1
坻	지	8	8	土	모래섬 지	1	1
坼	탁	8	8	土	찢을 탁	3	1
坽	령,영	8	8	土		0	1
垀	호	8	8	土		0	1
垂	수	8	8	土	드리울 수	4	1
垈	대	8	8	土	터 대	3	0
型	형	9	9	土	거푸집 형	4	1
垌	동	9	9	土	항아리 동	2	1
垓	해	9	9	土	땅 가장자리 해	3	1
垕	후	9	9	土	厚의 古字	2	1
垘	복	9	9	土		0	1
垙	광	9	9	土		0	1
垚	요	9	9	土		1	1
垞	택	9	9	土		2	1
垠	은	9	9	土	언덕 은	3	0
垢	구	9	9	土	때 구	3	1
垣	원	9	9	土	낮은 담 원	3	1
垤	질	9	9	土	개밋둑 질	0	1
垶	성	10	10	土		0	1
垸	완	10	10	土	회 섞어 바를 완	2	0
垽	은	10	10	土	해감 은	0	1
埂	경	10	10	土		2	1
埃	애	10	10	土	티끌 애	3	1
埆	각	10	10	土	메마를 각	1	1
埇	용	10	10	土	골목길 용	3	1
埈	준	10	10	土	가파를 준	3	1
埉	협	10	10	土		0	1
埋	매	10	10	土	묻을 매	4	1
埍	현	10	10	土		0	1
城	성	9	9	土	보루 성	4	1
埏	연	9	9	土	땅 가장자리 연	0	1
埑	철	10	10	土	밝을 철	0	0
埒	날,랄	10	10	土	바자울 랄	1	1
埜	야	11	11	土	들판 야	1	1
域	역	11	11	土	경계 역	3	1
埠	부	11	11	土	선창 부	3	1
埤	비	11	11	土	더할 비	1	1
埩	정	9	9	土		0	1
埭	태	11	11	土	보뚝 태	1	1
埮	담	11	11	土		0	1
埰	채	11	11	土	영지 채	3	1
埱	숙	11	11	土		0	1
埳	감	11	11	土	구덩이 감	0	1
埴	식	11	11	土	찰진흙 식	3	1
埶	예	11	11	土		0	1
執	집	11	11	土	잡을 집	3	1
培	배	11	11	土	북돋을 배	4	1
基	기	11	11	土	터 기	4	0
埻	준	11	11	土	과녘 준	2	1
埼	기	11	11	土	崎와 同字	3	1
埽	소	11	11	土	쓸 소	0	1
埾	추	11	11	土		0	1
堀	굴	11	11	土	굴뚝 굴	3	1
堂	당	11	11	土	집 당	4	0
堃	곤	11	11	土	따 곤	1	1
堄	예	11	11	土		0	1
堅	견	11	11	土	굳을 견	4	0
堆	퇴	11	11	土	흙무더기 퇴 놓을 퇴	4	1
堇	근	11	11	土		1	1
堈	강	11	11	土	언덕 강	3	0
堉	육	11	11	土	기름진 땅 육	3	1
堊	악	11	11	土	흰 흙 악	3	1
堋	붕	11	11	土		0	1
堗	돌	12	12	土	굴똑 돌	1	1
堙	인	12	12	土	막을 인	0	1
堜	련,연	12	12	土		0	1
堝	과	11	11	土	도가니 과	1	1
堞	첩	12	12	土	성가퀴 첩	3	1
堠	후	12	12	土	봉화대 후	1	1
堡	보	12	12	土	작은 성 보	4	1
堣	우	12	12	土		2	1
堤	제	12	12	土	둑 제	4	1
堥	무	12	12	土		0	1
堦	계	12	12	土	섬돌 계	0	1
堧	연	12	12	土	빈 땅 연	3	1
堪	감	12	12	土	견딜 감	3	1
堭	황	12	12	土		2	1
堯	요	12	12	土	높을 요	3	0
堰	언	12	12	土	방죽 언	4	1
報	보	12	12	土	갚을 보	4	1
堳	미	12	12	土		0	1
場	장	12	12	土	마당 장	4	1
堵	도	11	11	土	담 도	3	1
堹	종	12	12	土		0	1
堺	계	12	12	土	界와 同字	3	1
塉	척	13	13	土	메마른 땅 척	0	1
塊	괴	12	12	土	흙덩이 괴	4	1
